znacka,model,cena,rok,stav,najeto,palivo,vykon,prevodovka
Toyota,Corolla Cross,837900,2026,Nové,2,Hybridní,103,Automatická
Toyota,Corolla,851900,2026,Nové,2,Hybridní,144,Automatická
Toyota,Corolla Cross,789900,2026,Nové,2,Hybridní,103,Automatická
BMW,Řada 3,698000,2022,Ojeté,95231,Nafta,140,Automatická
Volkswagen,Passat,19900,2001,Ojeté,371600,Nafta,96,Manuální
Toyota,Corolla Cross,1067900,2026,Nové,2,Hybridní,131,Automatická
Porsche,911,3568000,2018,Ojeté,47369,Benzín,368,Automatická
Toyota,Corolla Cross,963900,2026,Nové,2,Hybridní,131,Automatická
Hyundai,Bayon,329900,2022,Ojeté,11926,Benzín,74,Manuální
Toyota,Corolla,793900,2026,Nové,2,Hybridní,103,Automatická
Toyota,Corolla Cross,888900,2026,Nové,2,Hybridní,103,Automatická
Toyota,Corolla,793900,2026,Nové,2,Hybridní,103,Automatická
Hyundai,Tucson,479990,2021,Ojeté,39860,Benzín,110,Manuální
Škoda,Kodiaq,929990,2024,Ojeté,24909,Nafta,147,Automatická
Škoda,Kodiaq,929990,2024,Ojeté,27917,Nafta,147,Automatická
Škoda,Octavia,409990,2020,Ojeté,67066,Nafta,85,Manuální
Škoda,Octavia,749990,2024,Ojeté,28888,Benzín,110,Manuální
Kia,XCee´d,680000,2025,,10,Hybridní,104,Automatická
Cupra,Formentor,799990,2023,Ojeté,46144,Benzín,228,Automatická
Toyota,C-HR,799990,2024,Ojeté,8307,Hybridní,112,Automatická
Audi,A7,749990,2018,Ojeté,174484,Nafta,170,Automatická
Škoda,Karoq,689990,2025,Ojeté,25635,Benzín,110,Automatická
Škoda,Kamiq,499990,2024,Ojeté,12388,Benzín,85,Manuální
Hyundai,ix20,229990,2019,Ojeté,55119,Benzín,92,Manuální
Renault,,249990,2021,Ojeté,85137,Benzín,75,Manuální
Škoda,Superb,919990,2023,Ojeté,44889,Benzín,206,Automatická
Škoda,Octavia,729990,2024,Ojeté,13006,Benzín,110,Manuální
Volkswagen,Arteon Shooting Brake,799990,2022,Ojeté,85486,Nafta,147,Automatická
Volkswagen,Passat,749990,2019,Ojeté,80906,Benzín,200,Automatická
Dacia,Sandero,289990,2024,Ojeté,63404,Benzín,67,Automatická
Hyundai,i30,219990,2019,Ojeté,173345,Benzín,103,Manuální
Volkswagen,Passat,309990,2018,Ojeté,206392,Nafta,110,Manuální
Renault,Kadjar,199990,2020,Ojeté,213524,Benzín,117,Manuální
Škoda,Octavia,940700,2026,Nové,7,Benzín,110,
Volkswagen,Touareg,739000,2020,Ojeté,213270,Nafta,210,Automatická
Hyundai,Tucson,879990,2022,Ojeté,37862,Benzín,0,Automatická
Škoda,Kodiaq,929990,2023,Ojeté,12059,Nafta,110,Automatická
Škoda,Superb,749990,2023,Ojeté,32682,Nafta,110,Automatická
Škoda,Kamiq,589300,2026,Nové,9,Benzín,110,Manuální
Volkswagen,Tiguan,1259900,2026,,6,Benzín,110,Automatická
Škoda,Superb,749990,2024,Ojeté,50285,Nafta,110,Automatická
Mercedes-Benz,Třídy A,759000,2024,Ojeté,25371,Nafta,110,Automatická
Škoda,Octavia,199000,2016,Ojeté,213000,Nafta,110,Manuální
Jaguar,XF,200000,2011,Ojeté,198482,Nafta,140,Automatická
Audi,Q7,2359000,2026,Nové,10,Nafta,210,Automatická
Škoda,Kodiaq,1449900,2025,,10,Benzín,150,Automatická
Ford,Tourneo Custom,1480193,2026,Nové,0,Nafta,125,Automatická
Volkswagen,Tiguan Allspace,849990,2021,Ojeté,107539,Nafta,147,Automatická
Škoda,Kodiaq,1468800,2025,,10,Benzín,195,Automatická
Škoda,Octavia,1084700,2026,Nové,0,Benzín,195,Automatická
Volkswagen,Touran,919900,2026,Nové,5,Benzín,110,Automatická
Hyundai,Tucson,417000,2018,Ojeté,79767,Benzín,130,Automatická
Hyundai,Kona,605890,2026,Nové,0,Benzín,85,Manuální
Škoda,Kodiaq,1444900,2026,,10,Nafta,142,Automatická
Ford,Tourneo Custom,1443893,2026,Nové,0,Hybridní,171,Automatická
Ford,Tourneo Custom,1455388,2026,Nové,0,Hybridní,171,Automatická
Ford,Tourneo Custom,1443893,2026,Nové,0,Hybridní,171,Automatická
Ford,Tourneo Courier,708766,2025,Nové,0,Elektro,100,
Ford,Tourneo Courier,695480,2025,Nové,0,Elektro,100,Automatická
Ford,Tourneo Custom,1479725,2026,Nové,0,Nafta,125,Automatická
Toyota,Corolla,370000,2022,Ojeté,68378,Benzín,92,Automatická
Ford,Tourneo Courier,533360,2025,Nové,0,Benzín,92,Manuální
Ford,Tourneo Courier,754400,2025,Nové,0,Elektro,100,Automatická
Ford,Tourneo Courier,719680,2026,Nové,0,Elektro,100,Automatická
Ford,Tourneo Connect,899990,2026,Nové,0,Nafta,90,Automatická
Ford,Tourneo Courier,708766,2025,Nové,0,Elektro,100,Automatická
Ford,Tourneo Custom,1567313,2026,Nové,0,Nafta,125,Automatická
Ford,Puma,651993,2026,Nové,0,Elektro,123,Automatická
Ford,Tourneo Courier,627833,2025,Nové,0,Benzín,92,Automatická
Ford,Tourneo Connect,877470,2026,Nové,0,Nafta,90,Automatická
Volkswagen,Caddy,380000,2021,Ojeté,207834,Nafta,55,Manuální
Ford,Tourneo Custom,1443893,2026,Nové,0,Hybridní,171,Automatická
Ford,Puma,621226,2026,Nové,0,Elektro,123,Automatická
Ford,Puma,682621,2025,Nové,0,Elektro,123,Automatická
Kia,Cee´d,357900,2023,Ojeté,32291,Benzín,117,Manuální
Ford,Puma,630678,2026,Nové,0,Elektro,123,Automatická
Hyundai,i30,409900,2024,Ojeté,26268,Benzín,88,Automatická
Ford,Puma,649788,2026,Nové,0,Elektro,123,Automatická
Ford,Puma,619900,2025,Ojeté,7950,Elektro,123,Automatická
Ford,Puma,647583,2026,Nové,0,Elektro,123,Automatická
Škoda,Yeti,275000,2015,Ojeté,145000,Benzín,81,Automatická
Hyundai,Bayon,399900,2024,Ojeté,7992,Benzín,73,Manuální
Ford,Puma,636558,2026,Nové,0,Elektro,123,Automatická
Hyundai,Kona,529900,2024,Ojeté,13831,Benzín,88,Automatická
Ford,Puma,688008,2026,Nové,0,Elektro,123,Automatická
Ford,Puma,605130,2026,Nové,0,Elektro,123,Automatická
Volkswagen,Touran,210000,2014,Ojeté,149183,Nafta,77,Manuální
Ford,Puma,647583,2026,Nové,0,Elektro,123,Automatická
Ford,Puma,638763,2026,Nové,0,Elektro,123,Automatická
Hyundai,Tucson,489900,2022,Ojeté,92986,Benzín,110,Automatická
Hyundai,i20,379900,2025,Ojeté,4048,Benzín,57,Manuální
Kia,XCee´d,455000,2022,Ojeté,24794,Benzín,117,Manuální
Hyundai,Bayon,399900,2023,Ojeté,36102,Benzín,73,Automatická
Hyundai,i30,529900,2025,Ojeté,12911,Benzín,103,Manuální
Hyundai,i30,435900,2021,Ojeté,58166,Benzín,117,Automatická
Hyundai,Tucson,529900,2022,Ojeté,56415,Benzín,110,Manuální
Land Rover,Range Rover Sport,2489000,2026,Nové,0,Nafta,183,Automatická
Hyundai,Santa Fe,1362990,2025,Nové,11,Hybridní,158,Automatická
Hyundai,i20,398900,2023,Ojeté,15361,Benzín,73,Manuální
Hyundai,i30,398900,2024,Ojeté,3196,Benzín,70,Manuální
Hyundai,Bayon,429900,2024,Ojeté,26456,Benzín,73,Automatická
Hyundai,Kona,529900,2023,Ojeté,7267,Benzín,88,Manuální
Hyundai,i30,509890,2025,Nové,6,Benzín,74,Manuální
Hyundai,Bayon,319900,2023,Ojeté,38035,Benzín,73,Manuální
Hyundai,Tucson,587900,2024,Ojeté,16818,Benzín,117,Manuální
Hyundai,i30,419900,2024,Ojeté,17981,Benzín,88,Automatická
Volvo,XC60,929000,2022,Ojeté,88391,Nafta,145,Automatická
Hyundai,i30,509900,2024,Ojeté,21704,Benzín,103,Manuální
Hyundai,Tucson,469900,2021,Ojeté,107385,Benzín,110,Manuální
Hyundai,Tucson,599000,2023,Ojeté,39277,Benzín,110,Automatická
Hyundai,Tucson,569900,2023,Ojeté,50222,Benzín,110,Automatická
Hyundai,i30,504900,2025,Ojeté,8857,Benzín,73,Automatická
Hyundai,i30,569900,2024,Ojeté,26204,Benzín,103,Automatická
Hyundai,Bayon,347000,2023,Ojeté,22316,Benzín,61,Manuální
Hyundai,Tucson,629900,2024,Ojeté,21955,Benzín,117,Manuální
Hyundai,Santa Fe,1299000,2024,Ojeté,30404,Hybridní,117,Automatická
Hyundai,i30,488900,2024,Ojeté,11118,Benzín,73,Manuální
Hyundai,i30,439900,2024,Ojeté,12796,Benzín,70,Manuální
Hyundai,i30,419900,2024,Ojeté,12698,Benzín,70,Manuální
Hyundai,Kona,639900,2023,Ojeté,24987,Benzín,145,Automatická
Hyundai,i30,448900,2023,Ojeté,26023,Benzín,117,Manuální
Hyundai,i30,379000,2022,Ojeté,40423,Benzín,88,Automatická
Hyundai,i30,349900,2022,Ojeté,58381,Benzín,88,Manuální
Hyundai,Tucson,509900,2022,Ojeté,45763,Nafta,100,Manuální
Genesis,GV80,1769322,2024,Ojeté,11677,Benzín,,Automatická
Hyundai,Bayon,347000,2023,Ojeté,21417,Benzín,61,Manuální
Ford,Tourneo Custom,1450000,2026,Nové,10,Nafta,125,Automatická
Hyundai,i30,409900,2023,Ojeté,45053,Benzín,80,Manuální
Hyundai,i30,349900,2023,Ojeté,36468,Benzín,88,Manuální
Dacia,Sandero,310000,2022,Ojeté,47285,Benzín,67,Manuální
Genesis,GV70,1340500,2024,Ojeté,9019,Nafta,,Automatická
Hyundai,i30,449900,2023,Ojeté,33436,Benzín,117,Manuální
Hyundai,Tucson,549900,2022,Ojeté,35450,Benzín,110,Automatická
Opel,Insignia,380000,2021,Ojeté,100266,Nafta,128,Automatická
Genesis,GV70,1354900,2023,Ojeté,26541,Benzín,224,Automatická
Hyundai,i30,359000,2021,Ojeté,34914,Benzín,88,Automatická
Hyundai,Bayon,439900,2024,Ojeté,10883,Benzín,73,Automatická
Hyundai,Tucson,378900,2018,Ojeté,90777,Benzín,130,Manuální
Hyundai,Tucson,509900,2021,Ojeté,45424,Nafta,85,Manuální
Volkswagen,Golf Plus,44900,2006,Ojeté,213000,Benzín,85,Manuální
Ford,Capri,1134900,2026,Nové,10,Elektro,210,Automatická
Hyundai,Staria,1139000,2024,Ojeté,17854,Hybridní,117,Automatická
Hyundai,i30,369900,2023,Ojeté,25439,Benzín,88,Manuální
Hyundai,Kona,519900,2024,Ojeté,9941,Benzín,88,Automatická
Hyundai,i30,369900,2023,Ojeté,30612,Benzín,88,Manuální
Ford,Explorer,1063792,2026,Nové,0,Elektro,210,Automatická
Škoda,Rapid,140000,2016,Ojeté,220430,Nafta,66,Manuální
Škoda,Fabia,240000,2020,Ojeté,14719,Benzín,44,Manuální
Ford,Kuga,707519,2025,Nové,0,Benzín,137,Automatická
Ford,Kuga,707519,2025,Nové,0,Benzín,137,Automatická
Ford,Explorer,914286,2025,Nové,0,Elektro,210,Automatická
Ford,Puma,498799,2025,Nové,0,Hybridní,92,Automatická
Ford,Focus,594443,2025,Nové,0,Hybridní,114,Automatická
Ford,Explorer,1009338,2025,Nové,0,Elektro,210,Automatická
Ford,Focus,519068,2025,,15000,Benzín,114,Automatická
Mercedes-Benz,GLA,830000,2023,Ojeté,10798,Hybridní,160,Automatická
Škoda,Fabia,310000,2020,Ojeté,34600,Benzín,70,Manuální
Ford,Explorer,1137470,2026,Nové,0,Elektro,250,Automatická
Ford,Ranger,1716500,2025,Nové,0,Benzín,215,Automatická
Ford,Kuga,663469,2025,Nové,0,Benzín,110,Manuální
Ford,Explorer,1038323,2025,Nové,0,Elektro,210,Automatická
Ford,Kuga,663469,2025,Nové,0,Benzín,110,Manuální
Ford,Explorer,725879,2026,Nové,0,Elektro,125,Automatická
Ford,Explorer,914285,2025,Nové,0,Elektro,210,Automatická
Ford,Kuga,759085,2025,Nové,0,Benzín,110,Manuální
Ford,Explorer,963527,2025,,100,Elektro,210,Automatická
Ford,Focus,588835,2025,Nové,0,Benzín,114,Automatická
Ford,Puma,511518,2025,Nové,0,Hybridní,92,Automatická
Ford,Puma,517008,2025,Nové,0,Benzín,92,Automatická
Opel,Grandland,509900,2023,Ojeté,30000,Benzín,96,Automatická
Škoda,Octavia,419900,2023,Ojeté,113000,Nafta,85,Automatická
Ford,Kuga,751245,2025,Nové,0,Benzín,110,Manuální
Ford,Puma,498799,2025,Nové,0,Hybridní,92,Automatická
Ford,Puma,527458,2025,Nové,0,Hybridní,92,Automatická
Ford,Kuga,739235,2025,Nové,0,Benzín,137,Automatická
Ford,Ranger,1807014,2025,Nové,0,Benzín,215,Automatická
Ford,Puma,511518,2025,Nové,0,Hybridní,92,Automatická
Ford,Puma,511518,2025,Nové,0,Hybridní,92,Automatická
Ford,Puma,507419,2025,Nové,0,Benzín,92,Automatická
Kia,EV6,1349980,2025,,9000,Elektro,239,Automatická
Citroën,C5 X,414900,2023,Ojeté,50000,Benzín,96,Automatická
Ford,Puma,507419,2025,Nové,0,Hybridní,92,Automatická
Ford,Puma,489699,2025,Nové,0,Benzín,92,Automatická
Ford,Kuga,747164,2025,Nové,0,Benzín,137,Automatická
Ford,Kuga,747164,2025,Nové,0,Benzín,137,Automatická
Kia,Carnival,1589980,2024,Nové,25,Benzín,213,Automatická
Kia,Carnival,1539980,2025,Nové,25,Benzín,213,Automatická
Kia,Carnival,1539980,2025,Nové,25,Benzín,213,Automatická
Kia,Sportage,739980,2025,,1000,Benzín,118,Automatická
Kia,XCee´d,544980,2025,,9900,Benzín,103,Manuální
Kia,XCee´d,594980,2025,,5000,Benzín,103,Manuální
Kia,Stonic,404980,2025,,10000,Benzín,58,Manuální
Kia,Sorento,1489980,2025,,5,Nafta,143,Automatická
Kia,Carnival,1459980,2025,Nové,25,Benzín,213,Automatická
Kia,Telluride,1749980,2025,Nové,25,Benzín,217,Automatická
Kia,EV3,959980,2025,,3000,Elektro,150,Automatická
Kia,Sportage,639980,2025,,9500,Benzín,118,Manuální
Kia,Stonic,439980,2025,,5500,Benzín,58,Manuální
Ford,Kuga,784400,2026,Nové,0,Benzín,110,Manuální
Kia,Picanto,469980,2025,,3000,Benzín,58,Automatická
Ford,Kuga,784400,2026,Nové,0,Benzín,110,Manuální
Ford,Kuga,784400,2026,Nové,0,Benzín,110,Manuální
Kia,Sportage,669980,2024,,18000,Benzín,118,Manuální
Kia,Carnival,1459980,2025,Nové,25,Benzín,213,Automatická
Kia,Telluride,1584980,2025,Nové,25,Benzín,217,Automatická
Ford,Puma,537065,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,511994,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,520138,2025,Nové,0,Benzín,92,Automatická
Volvo,XC90,1499000,2025,Ojeté,20911,Benzín,184,Automatická
Ford,Kuga,791448,2026,Nové,0,Benzín,110,Manuální
Ford,Puma,506943,2025,Nové,0,Benzín,92,Automatická
Ford,Kuga,715448,2026,Nové,0,Benzín,137,Automatická
Ford,Kuga,784400,2026,Nové,0,Benzín,110,Manuální
Ford,Puma,524713,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,511994,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,527458,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,524713,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,537065,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,524713,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,524713,2025,Nové,0,Benzín,92,Automatická
Ford,Puma,524713,2025,Nové,0,Benzín,92,Automatická
Ford,Kuga,784400,2026,Nové,0,Benzín,110,Manuální
Land Rover,Defender,2399000,2023,Ojeté,34405,Benzín,386,Automatická
Ford,Kuga,791448,2026,Nové,0,Benzín,110,Manuální
Ford,Kuga,791448,2026,Nové,0,Benzín,110,Manuální
Ford,Kuga,715448,2026,Nové,0,Benzín,137,Automatická
Ford,Kuga,842067,2026,Nové,0,Hybridní,178,Automatická
Kia,Sportage,789980,2026,Nové,5,Benzín,110,Automatická
Kia,K4,614980,2026,Nové,5,Benzín,85,Automatická
Ford,Kuga,883410,2026,Nové,0,Hybridní,178,Automatická
Kia,XCee´d,586980,2026,Nové,5,Benzín,110,Automatická
Kia,XCee´d,626980,2026,Nové,5,Benzín,132,Automatická
Ford,Puma,506943,2025,Nové,0,Benzín,92,Automatická
Kia,Sportage,789980,2026,Nové,5,Benzín,110,Automatická
Kia,Sorento,1554980,2025,Nové,5,Nafta,142,Automatická
Ford,Kuga,866860,2026,Nové,0,Hybridní,178,Automatická
Ford,Kuga,866349,2026,Nové,0,Hybridní,178,Automatická
Land Rover,Range Rover Velar,849000,2021,Ojeté,69468,Nafta,150,Automatická
Ford,Puma,506943,2025,Nové,0,Benzín,92,Automatická
Kia,EV5,1359980,2026,Nové,5,Elektro,160,Automatická
Kia,XCee´d,626980,2026,Nové,5,Benzín,132,Automatická
Ford,Kuga,866860,2026,Nové,0,Hybridní,178,Automatická
Kia,XCee´d,626980,2026,Nové,5,Benzín,132,Automatická
Kia,EV5,1204980,2026,Nové,5,Elektro,160,Automatická
Kia,EV5,1204980,2026,Nové,5,Elektro,160,Automatická
Kia,Sportage,789980,2026,Nové,5,Benzín,110,Automatická
Kia,Sportage,789980,2026,Nové,5,Benzín,110,Automatická
Kia,K4,564980,2026,Nové,5,Benzín,110,Automatická
Kia,Sportage,789980,2025,Nové,5,Benzín,110,Automatická
Kia,PV5,1034980,2025,Nové,5,Elektro,89,Automatická
Kia,Stonic,479980,2025,Nové,5,Benzín,74,Manuální
Kia,Sportage,789980,2025,Nové,5,Benzín,110,Automatická
Kia,PV5,974980,2025,Nové,5,Elektro,89,Automatická
Kia,Sportage,789980,2026,Nové,5,Benzín,110,Automatická
Kia,K4,499980,2026,Nové,5,Benzín,85,Manuální
Kia,PV5,1249980,2025,,5000,Elektro,120,Automatická
Kia,K4,719980,2026,Nové,5,Benzín,110,Automatická
Kia,K4,749980,2026,Nové,5,Benzín,132,Automatická
Kia,Sportage,719980,2025,Nové,5,Benzín,110,Manuální
Kia,K4,604980,2026,Nové,5,Benzín,110,Automatická
Kia,Sportage,789980,2026,Nové,5,Benzín,110,Automatická
Kia,EV6,929980,2025,Nové,5,Elektro,125,Automatická
Kia,K4,774980,2026,Nové,5,Benzín,110,Automatická
Kia,Cee´d,584980,2025,Nové,5,Benzín,103,Manuální
Kia,EV3,864980,2025,Nové,5,Elektro,150,Automatická
Kia,PV5,959980,2025,Nové,5,Elektro,89,Automatická
Kia,Sportage,719980,2025,Nové,5,Benzín,110,Manuální
Kia,Cee´d,619980,2025,Nové,5,Benzín,103,Automatická
Kia,Stonic,469980,2025,Nové,5,Benzín,74,Manuální
Kia,Sportage,654980,2025,Nové,5,Benzín,110,Manuální
Kia,Stonic,459980,2025,Nové,5,Benzín,74,Automatická
Kia,Sportage,654980,2025,Nové,5,Benzín,110,Manuální
Kia,Cee´d,634980,2025,Nové,5,Benzín,103,Automatická
Škoda,Citigo,270000,2020,Ojeté,57212,Elektro,61,Automatická
Kia,EV3,864980,2025,,5,Elektro,150,Automatická
Kia,Stonic,567980,2025,Nové,5,Benzín,74,Automatická
Kia,Sportage,789980,2025,Nové,5,Benzín,110,Automatická
Kia,Sportage,719980,2025,Nové,5,Benzín,110,Manuální
Kia,Sportage,654980,2025,Nové,5,Benzín,110,Manuální
Kia,Sportage,719980,2025,Nové,5,Benzín,110,Manuální
Kia,Sportage,654980,2025,Nové,5,Benzín,110,Manuální
Kia,Stonic,462980,2025,Nové,5,Benzín,58,Manuální
Kia,Stonic,414980,2025,Nové,5,Benzín,74,Manuální
Kia,Sportage,669980,2025,Nové,5,Benzín,110,Manuální
Kia,Sportage,789980,2025,Nové,5,Benzín,110,Automatická
Kia,Cee´d,584980,2025,Nové,5,Benzín,103,Manuální
Kia,Sportage,669980,2025,Nové,5,Benzín,110,Manuální
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Mercedes-Benz,Třídy A,729000,2024,Ojeté,17528,Nafta,110,Automatická
Kia,EV5,1226980,2025,Nové,5,Elektro,160,Automatická
Kia,Stonic,419980,2025,Nové,5,Benzín,58,Manuální
Kia,Cee´d,569980,2025,Nové,7,Benzín,103,Manuální
Kia,EV5,1029980,2025,Nové,5,Elektro,160,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Kia,Stonic,442980,2025,Nové,5,Benzín,74,Manuální
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
BMW,i3,520000,2020,Ojeté,48458,Elektro,135,Automatická
Kia,Sportage,779980,2025,Nové,5,Benzín,110,Manuální
Kia,Sportage,779980,2025,Nové,5,Benzín,110,Manuální
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Kia,Stonic,517980,2025,Nové,5,Benzín,74,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Kia,EV4,999980,2025,Nové,5,Elektro,150,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Kia,Cee´d,624980,2025,Nové,5,Benzín,103,Automatická
Kia,EV5,1132980,2025,Nové,5,Elektro,160,Automatická
Kia,EV4,1199980,2025,,5,Elektro,150,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Kia,Sportage,764980,2025,Nové,5,Benzín,110,Automatická
Kia,Cee´d,634980,2025,Nové,5,Benzín,103,Automatická
Ford,Kuga,967500,2026,Nové,15,Hybridní,134,Automatická
Kia,Sportage,689980,2025,Nové,5,Benzín,110,Manuální
Kia,Cee´d,559980,2025,Nové,5,Benzín,103,Automatická
Kia,EV4,879980,2025,Nové,5,Elektro,150,Automatická
Kia,EV3,1084980,2025,,5000,Elektro,150,Automatická
Kia,Cee´d,519980,2025,Nové,5,Benzín,103,Manuální
Kia,Cee´d,519980,2025,Nové,5,Benzín,103,Manuální
Kia,EV4,1119980,2025,Nové,5,Elektro,150,Automatická
Kia,Cee´d,519980,2025,Nové,5,Benzín,103,Manuální
Kia,Sportage,699980,2025,Nové,5,Benzín,110,Manuální
Kia,Cee´d,519980,2025,Nové,5,Benzín,103,Manuální
Kia,Sportage,1029980,2025,Nové,5,Benzín,132,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Land Rover,Range Rover,4499000,2024,,7673,Benzín,390,Automatická
Kia,Cee´d,519980,2025,Nové,5,Benzín,103,Manuální
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Kia,EV4,1079980,2025,Nové,5,Elektro,150,Automatická
Kia,EV4,989980,2025,Nové,5,Elektro,150,Automatická
Kia,XCee´d,654980,2025,,3000,Benzín,132,Automatická
Kia,Stonic,389980,2025,,1000,Benzín,58,Manuální
Kia,Sportage,819980,2025,Nové,5,Benzín,110,Automatická
Volkswagen,Golf Plus,114800,2012,Ojeté,208000,Nafta,77,Manuální
Kia,Sportage,734980,2025,,1000,Benzín,118,Manuální
Renault,Clio,672390,2026,Nové,5,Hybridní,116,Automatická
Ford,Kuga,842067,2026,Nové,0,Hybridní,178,Automatická
Ford,Kuga,842067,2026,Nové,0,Hybridní,178,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Ford,Kuga,751245,2026,Nové,0,Benzín,110,Manuální
Kia,Cee´d,559980,2025,Nové,5,Benzín,103,Automatická
Volvo,XC40,919000,2026,Nové,0,Benzín,120,Automatická
Škoda,Karoq,629900,2022,Ojeté,89502,Nafta,110,Manuální
Ford,Kuga,687345,2026,Nové,0,Benzín,110,Manuální
Ford,Kuga,836316,2026,Nové,0,Hybridní,178,Automatická
Kia,Niro,714980,2025,Nové,5,Hybridní,95,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Kia,Sportage,749980,2025,Nové,5,Benzín,110,Manuální
Ford,Kuga,842067,2026,Nové,0,Hybridní,178,Automatická
Ford,Kuga,847179,2026,Nové,0,Hybridní,178,Automatická
Kia,Cee´d,564980,2025,Nové,5,Benzín,103,Automatická
Ford,Kuga,842067,2026,Nové,0,Hybridní,178,Automatická
Volvo,XC60,1299000,2025,Ojeté,7167,Benzín,184,Automatická
Ford,Kuga,671398,2026,Nové,0,Benzín,110,Manuální
Škoda,Rapid,143000,2017,Ojeté,167176,Benzín,70,Manuální
Volkswagen,Multivan,499000,2014,Ojeté,321722,Nafta,150,Manuální
Škoda,Octavia,370000,2019,Ojeté,171585,Nafta,135,Automatická
Volvo,C40,749000,2023,Ojeté,31001,Elektro,170,Automatická
Volkswagen,Sharan,79000,1999,Ojeté,295546,Nafta,81,Automatická
Ford,Kuga,751245,2026,Nové,0,Benzín,110,Manuální
Dacia,Duster,220000,2021,Ojeté,176000,Benzín,67,Manuální
Renault,Clio,50000,2012,Ojeté,125746,Benzín,76,Manuální
Ford,Kuga,655629,2026,Nové,0,Benzín,110,Manuální
Škoda,Superb,360000,2017,Ojeté,198291,Nafta,110,Automatická
Ford,Kuga,759085,2026,Nové,0,Benzín,110,Manuální
Hyundai,i40,70000,2013,Ojeté,300349,Nafta,85,Manuální
Škoda,Yeti,165000,2013,Ojeté,124000,Benzín,77,Manuální
Škoda,Octavia,120000,2010,Ojeté,190105,Benzín,90,Manuální
Ford,Kuga,751245,2026,Nové,0,Benzín,110,Manuální
Renault,Mégane,230000,2016,Ojeté,75764,Benzín,84,Manuální
Škoda,Kodiaq,640000,2020,Ojeté,189482,Nafta,176,Automatická
Ford,Kuga,868682,2026,Nové,0,Hybridní,134,Automatická
Ford,Kuga,830630,2026,Nové,0,Hybridní,178,Automatická
Ford,Kuga,830630,2026,Nové,0,Hybridní,178,Automatická
Volkswagen,Tiguan,300000,2012,Ojeté,123622,Benzín,132,Automatická
Škoda,Octavia,290000,2019,Ojeté,208994,Nafta,110,Automatická
Peugeot,207,70000,2007,Ojeté,112960,Nafta,66,Manuální
Dacia,Duster,240000,2020,Ojeté,100213,LPG + benzín,74,Manuální
Ford,Focus,100000,2012,Ojeté,176236,Nafta,85,Manuální
Hyundai,i30,500000,2025,,12890,Benzín,74,Manuální
Ford,Tourneo Custom,1460000,2026,Nové,10,Nafta,125,Automatická
Kia,Rio,40000,2010,Ojeté,193412,Benzín,71,Manuální
Škoda,Enyaq iV,518000,2022,Ojeté,127586,Elektro,132,Automatická
Kia,e-Soul,430000,2020,Ojeté,44068,Elektro,150,Automatická
BMW,Řada 5,689700,2017,Ojeté,144000,Nafta,195,Automatická
Volkswagen,Caravelle,270000,2013,Ojeté,405239,Nafta,103,Manuální
Hyundai,Tucson,730000,2025,,12656,Benzín,118,Automatická
Opel,Astra,85000,2015,Ojeté,276130,Nafta,81,Manuální
BMW,Řada 3,299000,2013,Ojeté,133100,Nafta,135,Manuální
Peugeot,Traveller,570000,2020,Ojeté,75246,Nafta,110,Manuální
Volkswagen,Golf,210000,2014,Ojeté,174181,Benzín,103,Manuální
Mercedes-Benz,Vito,411000,2019,Ojeté,206253,Nafta,100,Manuální
Opel,Zafira,139900,2012,Ojeté,178881,Benzín,103,Manuální
Opel,Astra,90000,2010,Ojeté,154482,Benzín,74,Manuální
Škoda,Fabia,138990,2012,Ojeté,133000,Benzín,63,Manuální
Chrysler,Grand Voyager,30000,2006,Ojeté,289000,Nafta,110,Automatická
Škoda,Octavia,271000,2017,Ojeté,199018,Nafta,85,Automatická
Škoda,Octavia,360000,2021,Ojeté,113415,Nafta,85,Manuální
Opel,Meriva,39000,2004,Ojeté,223100,Benzín,64,Manuální
Ford,Tourneo Connect,959000,2025,Nové,10,Nafta,90,Manuální
Ford,S-MAX,255000,2016,Ojeté,190970,Nafta,110,Manuální
Hyundai,i30,179900,2015,Ojeté,72613,Benzín,88,Manuální
