znacka,model,cena,rok,stav,najeto,vykon,palivo,kapacita_baterie,prevodovka,pohon
Ford,B-MAX,129900,2015,Ojeté,99042,74,Benzín,0,Manuální,Pohon předních kol
Ford,Focus,120000,2015,Ojeté,200579,70,Nafta,0,Manuální,Pohon předních kol
BMW,X1,439900,2015,Ojeté,160422,170,Benzín,0,Automatická,4x4
Hyundai,i40,160000,2015,Ojeté,252575,100,Nafta,0,Automatická,Pohon předních kol
Ford,Kuga,270000,2015,Ojeté,208000,132,Nafta,0,Manuální,4x4
Ford,Mondeo,249990,2015,Ojeté,159261,110,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy G,1099000,2015,Ojeté,221600,155,Nafta,0,Automatická,4x4
Ford,Galaxy,140000,2015,Ojeté,260026,103,Nafta,0,Automatická,
Mercedes-Benz,Třídy C,310000,2015,Ojeté,231698,125,Nafta,0,Automatická,
Mercedes-Benz,Třídy A,329000,2015,Ojeté,234184,155,Benzín,0,Automatická,
Mercedes-Benz,GL,599000,2015,Ojeté,199240,190,Nafta,0,Automatická,4x4
Ford,S-MAX,150000,2015,Ojeté,289624,100,Nafta,0,Manuální,
BMW,Řada 4,290000,2015,Ojeté,177052,135,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 2,220000,2015,Ojeté,154730,100,Benzín,0,Automatická,
BMW,X1,349999,2015,Ojeté,87971,105,Nafta,0,Automatická,4x4
Ford,Grand C-MAX,160000,2015,Ojeté,177569,85,Nafta,0,Manuální,
Hyundai,i40,180000,2015,Ojeté,146730,100,Nafta,0,Manuální,
Ford,Focus,239990,2015,Ojeté,198568,136,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Sprinter,569000,2015,Ojeté,350868,120,Nafta,0,Manuální,Pohon zadních kol
Ford,Transit,235000,2015,Ojeté,280537,92,Nafta,0,Manuální,
Mercedes-Benz,20,269990,2015,Ojeté,192345,100,Nafta,0,Automatická,Pohon zadních kol
BMW,X5,400000,2015,Ojeté,282361,190,Nafta,0,Automatická,4x4
BMW,Řada 6,719000,2015,Ojeté,130000,230,Nafta,0,Automatická,
Ford,Focus,149900,2015,Ojeté,239114,110,Nafta,0,Manuální,
Hyundai,Tucson,319900,2015,Ojeté,97000,85,Nafta,0,Manuální,Pohon předních kol
Ford,Puma,505000,2026,Nové,10,92,Benzín,0,Manuální,Pohon předních kol
Ford,Kuga,284900,2015,Ojeté,159220,120,Nafta,0,,4x4
,,,,,159220,,,0,,
Mercedes-Benz,CLA,449944,2015,Ojeté,89000,90,Benzín,0,Manuální,Pohon předních kol
Ford,C-MAX,179900,2015,Ojeté,114000,74,Benzín,0,Manuální,
Hyundai,i40,180000,2015,Ojeté,168015,104,Nafta,0,Manuální,
Hyundai,i30,179900,2015,Ojeté,133000,81,Nafta,0,Manuální,
Hyundai,i10,135000,2015,Ojeté,75593,48,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy E,380000,2015,Ojeté,188823,190,Nafta,0,Automatická,4x4
Ford,C-MAX,190000,2015,Ojeté,118445,110,Nafta,0,Manuální,
Mercedes-Benz,GLA,360000,2015,Ojeté,129889,125,Nafta,0,Automatická,Pohon předních kol
Ford,Focus,239990,2015,Ojeté,119664,110,Nafta,0,Manuální,Pohon předních kol
Ford,Ecosport,164999,2015,Ojeté,185856,88,Nafta,0,Manuální,Pohon předních kol
Ford,Grand C-MAX,179900,2015,Ojeté,180300,88,Nafta,0,Manuální,Pohon předních kol
BMW,i3,323000,2015,Ojeté,101000,125,Elektro,94,,Pohon zadních kol
Ford,Tourneo Connect,230000,2015,Ojeté,170917,85,Nafta,0,Manuální,
Ford,Connect,255000,2015,Ojeté,186000,70,Nafta,0,Manuální,Pohon předních kol
Hyundai,ix35,197000,2015,Ojeté,183585,100,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy A,229000,2015,Ojeté,108795,80,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 2,198000,2015,Ojeté,194200,85,Nafta,0,Manuální,Pohon předních kol
Ford,S-MAX,138000,2015,Ojeté,280000,120,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy C,249900,2015,Ojeté,263000,,Nafta,0,Automatická,Pohon zadních kol
BMW,Řada 3,219999,2015,Ojeté,222536,105,Nafta,0,Manuální,4x4
Ford,C-MAX,177771,2015,Ojeté,184000,88,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy A,270000,2015,Ojeté,115785,80,Nafta,0,Automatická,Pohon předních kol
Ford,Mondeo,228000,2015,Ojeté,92000,118,Benzín,0,Manuální,
Ford,Tourneo Connect,250000,2015,Ojeté,165552,88,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy V,430000,2015,Ojeté,434000,140,Nafta,0,Automatická,
BMW,Řada 7,549800,2015,Ojeté,287000,195,Nafta,0,Automatická,4x4
Ford,Fiesta,135000,2015,Ojeté,126000,74,Benzín,0,Manuální,Pohon předních kol
BMW,X5,429999,2015,Ojeté,253161,190,Nafta,0,Automatická,4x4
Ford,Focus,190000,2015,Ojeté,183280,110,Benzín,0,Automatická,Pohon předních kol
BMW,Řada 2,220000,2015,Ojeté,168158,110,Nafta,0,Manuální,
BMW,Řada 7,559000,2015,Ojeté,212241,195,Nafta,0,Automatická,4x4
Ford,Transit Custom,239900,2015,Ojeté,245001,74,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 1,200000,2015,Ojeté,129123,70,Nafta,0,Manuální,
Hyundai,i40,220000,2015,Ojeté,145923,104,Nafta,0,Automatická,Pohon předních kol
Hyundai,i10,134000,2015,Ojeté,83563,48,Benzín,0,Manuální,Pohon předních kol
Ford,Mondeo,160000,2015,Ojeté,277469,110,Nafta,0,Manuální,
Ford,Transit,349877,2015,Ojeté,133200,74,Nafta,0,Manuální,Pohon předních kol
Hyundai,i40,190000,2015,Ojeté,149893,104,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy S,1390000,2015,Ojeté,99800,335,Benzín,0,Automatická,4x4
Hyundai,i20,109000,2015,Ojeté,148000,55,Nafta,0,Manuální,
Hyundai,ix35,279900,2015,Ojeté,81346,100,Nafta,0,Manuální,4x4
BMW,Řada 5,429000,2015,Ojeté,247004,280,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy V,779000,2015,Ojeté,179666,140,Nafta,0,Automatická,4x4
Ford,Fusion,230000,2015,Ojeté,195000,129,Benzín,0,Automatická,Pohon předních kol
Ford,Mustang,640000,2015,Ojeté,159000,,Benzín,0,Automatická,Pohon zadních kol
Ford,Focus,176000,2015,Ojeté,140719,88,Nafta,0,Manuální,Pohon předních kol
Hyundai,ix20,95000,2015,Ojeté,229499,66,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 3,339990,2015,Ojeté,117412,105,Nafta,0,Automatická,Pohon zadních kol
BMW,Řada 2,259900,2015,Ojeté,116863,100,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 1,290000,2015,Ojeté,123401,100,Benzín,0,Automatická,Pohon předních kol
BMW,Řada 5,261000,2015,Ojeté,217497,135,Nafta,0,Automatická,Pohon zadních kol
Ford,Mondeo,230000,2015,Ojeté,160874,110,Nafta,0,Manuální,
BMW,Řada 7,649000,2015,Ojeté,176000,330,Benzín,0,Automatická,4x4
Mercedes-Benz,Třídy B,249900,2015,Ojeté,174700,80,Nafta,0,Automatická,Pohon předních kol
Hyundai,ix35,307900,2015,Ojeté,90100,99,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,GL,549000,2015,Ojeté,201000,190,Nafta,0,Automatická,4x4
Ford,Fiesta,184900,2015,Ojeté,97005,103,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,GLA,288888,2015,Ojeté,164807,80,Nafta,0,Manuální,Pohon předních kol
Ford,Focus,219900,2015,Ojeté,182037,110,Benzín,0,Manuální,Pohon předních kol
Ford,Edge,499900,2015,Ojeté,171327,208,LPG + benzín,0,Automatická,4x4
Ford,Ranger,349900,2015,Ojeté,233566,147,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy S,2420000,2015,Ojeté,51123,390,Benzín,0,Automatická,Pohon předních kol
Hyundai,i30,189900,2015,Ojeté,97035,88,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy M,480000,2015,Ojeté,145023,190,Nafta,0,Automatická,4x4
Hyundai,ix20,179990,2015,Ojeté,109100,66,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy V,800000,2015,Ojeté,98705,140,Nafta,0,Automatická,
Mercedes-Benz,Třídy C,368000,2015,Ojeté,138510,115,Benzín,0,Automatická,Pohon předních kol
Ford,Focus,88900,2015,Ojeté,275100,110,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy B,170000,2015,Ojeté,199490,80,Nafta,0,Manuální,
Hyundai,ix35,175000,2015,Ojeté,113461,122,Benzín,0,Automatická,
Ford,Kuga,250000,2015,Ojeté,162150,132,Nafta,0,Manuální,Pohon předních kol
Ford,Focus,119000,2015,Ojeté,114200,92,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 5,319000,2015,Ojeté,200931,190,Nafta,0,Automatická,4x4
Hyundai,Tucson,239900,2015,Ojeté,131168,97,Benzín,0,Manuální,Pohon předních kol
Ford,Focus,239000,2015,Ojeté,157636,110,Benzín,0,Manuální,Pohon předních kol
Ford,Grand C-MAX,156000,2015,Ojeté,204000,85,Nafta,0,Manuální,
Ford,Focus,99000,2015,Ojeté,161260,74,Benzín,0,Manuální,
BMW,X1,349000,2015,Ojeté,149550,140,Nafta,0,Automatická,
Mercedes-Benz,CLA,416900,2015,Ojeté,71421,90,Benzín,0,Automatická,Pohon předních kol
Ford,Focus,190000,2015,Ojeté,58690,74,Benzín,0,Manuální,Pohon předních kol
Hyundai,ix20,240000,2015,Ojeté,65000,66,Benzín,0,Manuální,Pohon předních kol
BMW,X1,200000,2015,Ojeté,150704,105,Nafta,0,Automatická,4x4
Hyundai,ix20,169900,2015,Ojeté,120246,66,Benzín,0,Manuální,
Mercedes-Benz,Třídy B,326900,2015,Ojeté,115700,80,Nafta,0,Automatická,Pohon předních kol
Ford,Focus,99000,2015,Ojeté,228300,70,Nafta,0,Manuální,Pohon předních kol
BMW,X4,369999,2015,Ojeté,208746,190,Nafta,0,Automatická,4x4
Hyundai,ix20,219900,2015,Ojeté,57647,66,Benzín,0,Manuální,Pohon předních kol
Ford,Grand C-MAX,218000,2015,Ojeté,93526,85,Nafta,0,Manuální,
Ford,Grand C-MAX,200000,2015,Ojeté,117855,92,Benzín,0,Manuální,
Mercedes-Benz,Třídy V,999000,2015,Ojeté,91000,140,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy C,390000,2015,Ojeté,147470,125,Nafta,0,Automatická,
Hyundai,Tucson,269999,2015,Ojeté,214684,136,Nafta,0,Manuální,4x4
Ford,Mondeo,249000,2015,Ojeté,163063,132,Nafta,0,Automatická,Pohon předních kol
Ford,Mustang,449999,2015,Ojeté,214005,224,Benzín,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy V,689700,2015,Ojeté,306000,,Nafta,0,,
Hyundai,i30,165000,2015,Ojeté,98574,88,LPG + benzín,0,Manuální,Pohon předních kol
BMW,X6,440000,2015,Ojeté,264704,190,Nafta,0,Automatická,4x4
Ford,Mondeo,240000,2015,Ojeté,182812,132,Nafta,0,Automatická,4x4
Hyundai,ix20,190000,2015,Ojeté,103687,92,Benzín,0,Manuální,
Hyundai,i40,229900,2015,Ojeté,87000,99,Benzín,0,Manuální,Pohon předních kol
Ford,Kuga,239000,2015,Ojeté,127786,110,Nafta,0,Automatická,4x4
Mercedes-Benz,GLA,369990,2015,Ojeté,141647,155,Benzín,0,Automatická,4x4
BMW,X3,394900,2015,Ojeté,184822,190,Nafta,0,Automatická,4x4
BMW,X5,475900,2015,Ojeté,198658,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy G,9099000,2015,Ojeté,22700,588,Benzín,0,Automatická,4x4
Hyundai,i30,119500,2015,Ojeté,192444,81,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 1,174999,2015,Ojeté,182000,85,Nafta,0,Manuální,Pohon zadních kol
BMW,X4,429000,2015,Ojeté,181395,190,Nafta,0,Automatická,4x4
BMW,X1,449990,2015,Ojeté,78300,141,Benzín,0,Automatická,4x4
Mercedes-Benz,GLC,429900,2015,Ojeté,259825,125,Nafta,0,Automatická,4x4
BMW,Řada 5,230000,2015,Ojeté,258358,140,Nafta,0,Automatická,
BMW,X1,299900,2015,Ojeté,93000,105,Nafta,0,Automatická,4x4
Hyundai,ix35,220000,2015,Ojeté,118292,85,Nafta,0,Manuální,
Hyundai,ix20,104990,2015,Ojeté,145000,85,Nafta,0,Manuální,Pohon předních kol
Ford,Focus,189990,2015,Ojeté,161638,88,Nafta,0,Manuální,Pohon předních kol
Ford,Tourneo Connect,260000,2015,Ojeté,176339,85,Nafta,0,Manuální,Pohon předních kol
Hyundai,ix35,129000,2015,Ojeté,294252,122,Benzín,0,Manuální,4x4
BMW,Řada 2,315000,2015,Ojeté,147500,141,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 1,150000,2015,Ojeté,176468,85,Nafta,0,Manuální,
BMW,Řada 5,449000,2015,Ojeté,156500,190,Nafta,0,Automatická,4x4
Ford,Tourneo Connect,289000,2015,Ojeté,163022,85,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy C,289000,2015,Ojeté,255007,125,Nafta,0,Manuální,Pohon zadních kol
Mercedes-Benz,GLA,337000,2015,Ojeté,154000,100,Nafta,0,Automatická,4x4
Hyundai,i10,149900,2015,Ojeté,29168,48,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy S,1199000,2015,Ojeté,144500,335,Benzín,0,Automatická,4x4
Ford,Tourneo Courier,183000,2015,Ojeté,123190,70,Nafta,0,Manuální,
Ford,Transit Custom,258000,2015,Ojeté,274000,74,Nafta,0,Manuální,Pohon předních kol
Hyundai,ix35,149000,2015,Ojeté,160000,122,Benzín,0,Manuální,4x4
Ford,Mondeo,216900,2015,Ojeté,174586,118,Benzín,0,Manuální,Pohon předních kol
BMW,M6,1299000,2015,Ojeté,29000,412,Benzín,0,Automatická,Pohon zadních kol
Hyundai,Santa Fe,299000,2015,Ojeté,219000,145,Nafta,0,Automatická,4x4
BMW,Řada 7,429999,2015,Ojeté,198861,190,Nafta,0,Automatická,4x4
BMW,X1,230000,2015,Ojeté,166936,105,Nafta,0,Manuální,4x4
Ford,Galaxy,289000,2015,Ojeté,186577,110,Nafta,0,Automatická,Pohon předních kol
BMW,X3,359900,2015,Ojeté,130568,180,Benzín,0,Automatická,4x4
Mercedes-Benz,CLA,355000,2015,Ojeté,169559,155,Benzín,0,Automatická,4x4
BMW,Řada 4,750000,2016,Ojeté,39000,225,Benzín,0,Automatická,4x4
Hyundai,Tucson,349990,2016,Ojeté,80233,85,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy S,699999,2016,Ojeté,193275,190,Nafta,0,Automatická,4x4
BMW,X3,273000,2016,Ojeté,297033,140,Nafta,0,Automatická,4x4
Hyundai,Tucson,360000,2016,Ojeté,164659,130,Benzín,0,Automatická,4x4
Ford,Ka,99000,2016,Ojeté,94966,51,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy V,919600,2016,Ojeté,194000,140,Nafta,0,Automatická,4x4
Hyundai,Tucson,389000,2016,Ojeté,144859,136,Nafta,0,Automatická,4x4
Hyundai,Genesis,455000,2016,Ojeté,123000,232,Benzín,0,Automatická,4x4
BMW,Řada 3,339000,2016,Ojeté,174625,110,Nafta,0,Automatická,Pohon předních kol
BMW,Řada 5,399900,2016,Ojeté,260798,230,Nafta,0,Automatická,4x4
Ford,Focus,849900,2016,Ojeté,55000,300,Benzín,0,Manuální,4x4
Mercedes-Benz,Třídy V,589000,2016,Ojeté,283878,140,Nafta,0,Automatická,Pohon zadních kol
BMW,X1,379000,2016,Ojeté,178450,140,Nafta,0,Automatická,
Ford,Ranger,479000,2016,Ojeté,121828,118,Nafta,0,Manuální,4x4
Ford,Focus,110000,2016,Ojeté,214124,110,Benzín,0,Manuální,
BMW,X3,430000,2016,Ojeté,193000,190,Nafta,0,Automatická,4x4
Ford,S-MAX,275000,2016,Ojeté,212381,132,Nafta,0,Automatická,4x4
Mercedes-Benz,CLA,349000,2016,Ojeté,248750,100,Nafta,0,Automatická,4x4
Ford,Mustang Mach-E,1528000,2026,Nové,10,216,Elektro,91,Automatická,Pohon zadních kol
Hyundai,Tucson,320000,2016,Ojeté,109200,85,Nafta,0,Manuální,Pohon předních kol
Hyundai,Tucson,280000,2016,Ojeté,139842,85,Nafta,0,Manuální,
Ford,Focus,160000,2016,Ojeté,208162,110,Nafta,0,Automatická,Pohon předních kol
BMW,X1,339900,2016,Ojeté,187454,110,Nafta,0,Automatická,4x4
Mercedes-Benz,CLS,439900,2016,Ojeté,180510,150,Nafta,0,Automatická,4x4
Mercedes-Benz,GLA,385000,2016,Ojeté,124000,115,Benzín,0,Automatická,Pohon předních kol
Hyundai,Tucson,290000,2016,Ojeté,155463,85,Nafta,0,Manuální,
Ford,Mondeo,289900,2016,Ojeté,117579,110,Nafta,0,Manuální,4x4
Hyundai,Tucson,320000,2016,Ojeté,129543,100,Nafta,0,Manuální,4x4
Ford,Mondeo,200000,2016,Ojeté,243302,110,Nafta,0,Automatická,Pohon předních kol
BMW,X4,399000,2016,Ojeté,221000,110,Nafta,0,Automatická,4x4
Ford,Mondeo,235000,2016,Ojeté,192990,132,Nafta,0,Automatická,Pohon předních kol
Mercedes-Benz,SL,1190000,2016,Ojeté,69800,335,Benzín,0,Automatická,Pohon zadních kol
Ford,S-MAX,380000,2016,Ojeté,105000,132,Nafta,0,Manuální,Pohon předních kol
Ford,S-MAX,260000,2016,Ojeté,211192,132,Nafta,0,Automatická,Pohon předních kol
Hyundai,Tucson,285000,2016,Ojeté,140000,85,Nafta,0,Manuální,Pohon předních kol
Ford,Mondeo,270000,2016,Ojeté,165527,132,Nafta,0,Automatická,4x4
Ford,Edge,420000,2016,Ojeté,112000,154,Nafta,0,Automatická,4x4
BMW,Řada 4,395000,2016,Ojeté,130000,140,Nafta,0,Manuální,4x4
Ford,S-MAX,260000,2016,Ojeté,138849,110,Nafta,0,Automatická,Pohon předních kol
Hyundai,Tucson,330000,2016,Ojeté,169449,100,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy A,335000,2016,Ojeté,126000,,Benzín,0,,
Mercedes-Benz,Třídy C,449000,2016,Ojeté,139078,125,Nafta,0,Automatická,4x4
Hyundai,Tucson,260000,2016,Ojeté,183678,85,Nafta,0,Manuální,Pohon předních kol
Ford,Mondeo,249000,2016,Ojeté,114143,118,Benzín,0,Manuální,Pohon předních kol
Ford,Mustang,535000,2016,Ojeté,120000,313,LPG + benzín,0,Automatická,Pohon zadních kol
Ford,Kuga,225000,2016,Ojeté,250792,132,Nafta,0,Automatická,4x4
Ford,Grand C-MAX,229000,2016,Ojeté,136541,110,Nafta,0,Manuální,Pohon předních kol
Ford,F-150,848900,2016,Ojeté,137000,283,Benzín,0,Automatická,
Ford,Galaxy,339900,2016,Ojeté,98811,118,Benzín,0,Manuální,
Hyundai,i30,260000,2016,Ojeté,87097,137,Benzín,0,Manuální,Pohon předních kol
Ford,Ecosport,160000,2016,Ojeté,100667,92,Benzín,0,Manuální,
Hyundai,Tucson,350000,2016,Ojeté,180771,136,Nafta,0,Automatická,4x4
Mercedes-Benz,CLA,439000,2016,Ojeté,165000,100,Nafta,0,Manuální,Pohon předních kol
BMW,X1,390000,2016,Ojeté,156210,140,Nafta,0,Automatická,4x4
Ford,Focus,580000,2016,Ojeté,99862,257,Benzín,0,Manuální,4x4
Ford,Kuga,250000,2016,Ojeté,106965,110,Benzín,0,Manuální,Pohon předních kol
Ford,Edge,423500,2016,Ojeté,183250,154,Nafta,0,Automatická,4x4
Mercedes-Benz,GLC,440000,2016,Ojeté,274000,,Nafta,0,Automatická,4x4
Hyundai,i20,129900,2016,Ojeté,199645,55,Nafta,0,Manuální,
Ford,Focus,129900,2016,Ojeté,121500,92,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,GLE,998000,2016,Ojeté,66780,430,Benzín,0,Automatická,4x4
Hyundai,Tucson,365000,2016,Ojeté,110489,104,Nafta,0,Automatická,Pohon předních kol
Mercedes-Benz,Třídy S,849000,2016,Ojeté,151210,190,Nafta,0,Automatická,4x4
Hyundai,i30,139900,2016,Ojeté,193715,99,Benzín,0,Manuální,
Hyundai,Tucson,250000,2016,Ojeté,164599,85,Nafta,0,Manuální,
Ford,Ranger,539900,2016,Ojeté,179000,147,Nafta,0,Automatická,4x4
BMW,Řada 4,577777,2016,Ojeté,189000,260,Benzín,0,Automatická,4x4
Hyundai,i30,160000,2016,Ojeté,179423,99,Benzín,0,Manuální,
Ford,Mustang,519000,2016,Ojeté,48840,,Benzín,0,,
Hyundai,Tucson,390000,2016,Ojeté,35780,85,Nafta,0,Manuální,
Mercedes-Benz,Třídy C,419000,2016,Ojeté,170000,125,Nafta,0,Automatická,
BMW,X3,580000,2016,Ojeté,75000,180,Benzín,0,Automatická,4x4
Hyundai,ix20,220000,2016,Ojeté,105350,92,Benzín,0,Manuální,
Hyundai,Tucson,264000,2016,Ojeté,186488,85,Nafta,0,Manuální,Pohon předních kol
Ford,Galaxy,420000,2016,Ojeté,57000,118,Benzín,0,Manuální,Pohon předních kol
Ford,Kuga,263000,2016,Ojeté,97479,110,Benzín,0,Manuální,Pohon předních kol
Ford,Transit Custom,934966,2026,Nové,15,100,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 5,330000,2016,Ojeté,213548,190,Nafta,0,Automatická,4x4
BMW,Řada 7,549000,2016,Ojeté,252017,245,Benzín,0,Automatická,
Ford,Kuga,289000,2016,Ojeté,172000,132,Nafta,0,Automatická,4x4
Hyundai,Tucson,355000,2016,Ojeté,59230,130,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 2,295000,2016,Ojeté,101000,100,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 5,340000,2016,Ojeté,212000,230,Nafta,0,Automatická,4x4
Hyundai,Santa Fe,259000,2016,Ojeté,258609,147,Nafta,0,Automatická,4x4
Hyundai,Tucson,264000,2016,Ojeté,191336,85,Nafta,0,Manuální,
BMW,Řada 1,259000,2016,Ojeté,203800,110,Nafta,0,Manuální,4x4
Hyundai,ix20,129000,2016,Ojeté,140000,66,Nafta,0,Manuální,Pohon předních kol
Ford,KA+,129900,2016,Ojeté,67500,63,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy V,739000,2016,Ojeté,258658,140,Nafta,0,Automatická,4x4
BMW,X1,349000,2016,Ojeté,223000,110,Nafta,0,Automatická,Pohon předních kol
Ford,Ranger,384999,2016,Ojeté,261000,118,Nafta,0,Manuální,4x4
Hyundai,i30,124900,2016,Ojeté,327100,81,Nafta,0,Manuální,Pohon předních kol
Ford,Mondeo,239000,2016,Ojeté,315086,132,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,399900,2016,Ojeté,192308,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy S,724790,2016,Ojeté,218600,190,Nafta,0,Automatická,4x4
BMW,Řada 4,799000,2016,Ojeté,128000,265,Benzín,0,Automatická,4x4
BMW,Řada 2,280000,2016,Ojeté,167700,110,Nafta,0,Automatická,4x4
BMW,Řada 5,399300,2016,Ojeté,171500,190,Nafta,0,Poloautomatická,4x4
Ford,Focus,160000,2016,Ojeté,83000,92,Benzín,0,Manuální,
Ford,Mondeo,255000,2016,Ojeté,150000,118,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,CLA,315000,2016,Ojeté,103711,90,Benzín,0,Automatická,Pohon zadních kol
Hyundai,i30,195000,2016,Ojeté,73675,88,Benzín,0,Manuální,
BMW,Řada 3,385000,2016,Ojeté,190000,190,Nafta,0,Automatická,4x4
BMW,X1,449900,2016,Ojeté,96990,170,Nafta,0,Automatická,4x4
BMW,Řada 4,360000,2016,Ojeté,212000,140,Nafta,0,Automatická,4x4
Ford,Fiesta,189000,2016,Ojeté,98949,74,Benzín,0,Manuální,Pohon předních kol
Hyundai,i30,200000,2016,Ojeté,76220,88,Benzín,0,Manuální,
Mercedes-Benz,SLC,599000,2016,Ojeté,149000,135,Benzín,0,Manuální,Pohon zadních kol
Ford,Edge,380000,2016,Ojeté,160335,154,Nafta,0,Automatická,4x4
BMW,X5,550000,2016,Ojeté,80000,170,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,519999,2016,Ojeté,161286,135,Benzín,0,Automatická,4x4
Ford,Kuga,290000,2016,Ojeté,138482,110,Nafta,0,Manuální,4x4
Ford,S-MAX,299000,2016,Ojeté,140525,132,Nafta,0,Automatická,
Ford,S-MAX,200000,2016,Ojeté,259759,110,Nafta,0,Manuální,
Ford,Fiesta,159000,2016,Ojeté,156200,60,Benzín,0,Manuální,Pohon předních kol
Ford,Ecosport,177000,2016,Ojeté,104620,103,Benzín,0,Manuální,Pohon předních kol
Hyundai,i30,105000,2016,Ojeté,185000,74,Benzín,0,Manuální,
Ford,Mondeo,239800,2016,Ojeté,197547,132,Nafta,0,Automatická,4x4
Ford,Fiesta,144900,2016,Ojeté,161225,55,Nafta,0,Manuální,
Ford,Mustang,699000,2016,Ojeté,90000,321,Benzín,0,Automatická,Pohon zadních kol
Mercedes-Benz,GLE,720000,2016,Ojeté,162000,190,Nafta,0,Automatická,4x4
Mercedes-Benz,GLE,760000,2016,Ojeté,185000,190,Nafta,0,Automatická,4x4
Hyundai,Tucson,290000,2016,Ojeté,157134,85,Nafta,0,Manuální,
Hyundai,i30,189900,2016,Ojeté,111363,99,Benzín,0,Manuální,
BMW,X5,549000,2016,Ojeté,86416,180,Hybridní,0,Automatická,4x4
Mercedes-Benz,GLE,969000,2016,Ojeté,75800,,Nafta,0,,
BMW,X6,589000,2016,Ojeté,192800,190,Nafta,0,Automatická,4x4
Mercedes-Benz,GLA,430000,2016,Ojeté,167000,130,Nafta,0,Automatická,4x4
Hyundai,Tucson,250000,2016,Ojeté,190706,85,Nafta,0,Manuální,
Mercedes-Benz,CLA,349000,2016,Ojeté,210350,130,Nafta,0,Automatická,Pohon předních kol
Ford,Grand C-MAX,259000,2016,Ojeté,102000,110,Benzín,0,Automatická,Pohon předních kol
Mercedes-Benz,Třídy S,589999,2016,Ojeté,256000,190,Nafta,0,Automatická,4x4
Ford,S-MAX,349900,2016,Ojeté,121016,132,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy C,420000,2016,Ojeté,103000,110,Benzín,0,Automatická,Pohon zadních kol
Hyundai,Tucson,319900,2016,Ojeté,116754,85,Nafta,0,Manuální,Pohon předních kol
BMW,X1,430000,2016,Ojeté,139000,140,Nafta,0,Automatická,4x4
BMW,Řada 7,849000,2016,Ojeté,168000,294,Nafta,0,Automatická,4x4
Mercedes-Benz,Vito,590000,2016,Ojeté,171624,140,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,GLA,389990,2016,Ojeté,132959,130,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy V,1098000,2016,Ojeté,128000,140,Nafta,0,Automatická,4x4
Ford,Tourneo Connect,249000,2016,Ojeté,188250,88,Nafta,0,Manuální,
Ford,Mustang,850000,2016,Ojeté,24671,310,Benzín,0,Automatická,Pohon zadních kol
Ford,S-MAX,277700,2016,Ojeté,162469,110,Nafta,0,Automatická,Pohon předních kol
BMW,Řada 5,319000,2016,Ojeté,170000,190,Nafta,0,Automatická,4x4
Hyundai,i30,150000,2016,Ojeté,186356,99,Benzín,0,Manuální,
