znacka,model,cena,rok,stav,najeto,vykon,palivo,kapacita_baterie,prevodovka,pohon
BMW,X6,726000,2016,Ojeté,150000,190,Nafta,0,Automatická,4x4
BMW,Řada 5,420000,2016,Ojeté,132600,140,Nafta,0,Automatická,4x4
Ford,Kuga,879900,2026,Nové,10,132,Hybridní,0,Automatická,Pohon předních kol
Hyundai,Tucson,334900,2016,Ojeté,56413,97,Benzín,0,Manuální,
Hyundai,Tucson,210000,2016,Ojeté,282577,100,Nafta,0,Manuální,4x4
Mercedes-Benz,GLA,230000,2016,Ojeté,231000,130,Nafta,0,Automatická,4x4
BMW,Řada 3,259000,2016,Ojeté,182800,110,Nafta,0,Manuální,Pohon zadních kol
Mercedes-Benz,GLE,595001,2016,Ojeté,139000,190,Nafta,0,Automatická,4x4
Ford,Mustang,559000,2016,Ojeté,90000,233,Benzín,0,Automatická,Pohon zadních kol
Hyundai,i30,229990,2016,Ojeté,47761,99,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 5,217990,2016,Ojeté,344000,190,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy V,799000,2016,Ojeté,208600,140,Nafta,0,Automatická,4x4
BMW,Řada 7,719000,2016,Ojeté,237000,235,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy C,349900,2016,Ojeté,228500,150,Nafta,0,Automatická,4x4
BMW,X1,314999,2016,Ojeté,237593,140,Nafta,0,Automatická,4x4
BMW,Řada 7,659000,2016,Ojeté,158000,195,Nafta,0,Automatická,
Mercedes-Benz,Vito,489999,2016,Ojeté,268718,120,Nafta,0,Automatická,Pohon zadních kol
Hyundai,i30,230000,2016,Ojeté,84320,99,Benzín,0,Manuální,
Ford,S-MAX,330000,2016,Ojeté,75738,118,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,GLE,570000,2016,Ojeté,222331,190,Nafta,0,Automatická,4x4
Ford,Tourneo Courier,159990,2016,Ojeté,103467,74,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 1,280000,2016,Ojeté,140900,130,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 4,469000,2016,Ojeté,116475,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,349999,2016,Ojeté,371500,143,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy C,429000,2016,Ojeté,252600,150,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,Vito,300000,2016,Ojeté,460000,110,Nafta,0,Manuální,Pohon zadních kol
BMW,Alpina,725000,2016,Ojeté,158000,257,Nafta,0,Automatická,Pohon zadních kol
Hyundai,Tucson,345000,2016,Ojeté,86000,97,Benzín,0,Manuální,Pohon předních kol
Hyundai,i30,279000,2016,Ojeté,56660,99,Benzín,0,Automatická,
Ford,Mondeo,179000,2016,Ojeté,176025,85,Nafta,0,Manuální,
BMW,X1,299000,2016,Ojeté,225000,140,Nafta,0,Automatická,4x4
Hyundai,Tucson,279000,2016,Ojeté,178791,97,Benzín,0,Manuální,
Mercedes-Benz,GLE,620000,2016,Ojeté,185000,190,Nafta,0,Automatická,4x4
Hyundai,i30,159990,2016,Ojeté,145791,99,Benzín,0,Manuální,Pohon předních kol
Hyundai,Tucson,230400,2016,Ojeté,224083,100,Nafta,0,Manuální,4x4
Mercedes-Benz,CLA,509999,2016,Ojeté,137132,100,Nafta,0,Manuální,Pohon předních kol
Hyundai,Tucson,350000,2016,Ojeté,185588,136,Nafta,0,Automatická,4x4
Hyundai,i40,180000,2016,Ojeté,202977,104,Nafta,0,Manuální,
BMW,M6,1199000,2016,Ojeté,43500,412,Benzín,0,Automatická,Pohon zadních kol
Hyundai,i20,200000,2016,Ojeté,61142,55,Benzín,0,Manuální,
Ford,S-MAX,280000,2016,Ojeté,236000,132,Nafta,0,Automatická,4x4
BMW,Řada 5,380000,2016,Ojeté,138438,160,Nafta,0,Automatická,4x4
Mercedes-Benz,GLA,335000,2016,Ojeté,162890,100,Nafta,0,Automatická,4x4
Ford,Puma,815900,2026,Nové,14,123,Elektro,43,Automatická,Pohon předních kol
BMW,X4,580800,2016,Ojeté,142000,224,Nafta,0,Automatická,4x4
Hyundai,Tucson,350000,2016,Ojeté,101505,104,Nafta,0,Automatická,
Hyundai,Tucson,379973,2016,Ojeté,103980,130,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 7,800000,2016,Ojeté,157694,330,Benzín,0,Automatická,4x4
Hyundai,Tucson,350000,2016,Ojeté,97861,85,Nafta,0,Manuální,
Mercedes-Benz,Třídy C,475000,2016,Ojeté,177000,,Nafta,0,Automatická,
BMW,X1,369000,2016,Ojeté,121965,110,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 7,726000,2016,Ojeté,223450,195,Nafta,0,Automatická,Pohon zadních kol
Ford,Mondeo,250000,2016,Ojeté,185918,132,Nafta,0,Automatická,4x4
Mercedes-Benz,GLC,690000,2016,Ojeté,93083,150,Nafta,0,Automatická,4x4
BMW,M3,1250000,2016,Ojeté,140000,317,Benzín,0,Automatická,Pohon zadních kol
Ford,S-MAX,255000,2016,Ojeté,190970,110,Nafta,0,Manuální,Pohon předních kol
Hyundai,Tucson,289000,2016,Ojeté,144620,85,Nafta,0,Manuální,Pohon předních kol
Ford,Mondeo,188000,2016,Ojeté,172000,110,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy E,389999,2016,Ojeté,147917,100,Nafta,0,Automatická,Pohon zadních kol
BMW,Řada 7,666000,2016,Ojeté,167000,195,Nafta,0,Automatická,4x4
Hyundai,Santa Fe,360000,2016,Ojeté,117360,147,Nafta,0,Automatická,4x4
BMW,Řada 2,750000,2016,Ojeté,82100,250,Benzín,0,Automatická,Pohon zadních kol
Hyundai,i30,240000,2016,Ojeté,39206,99,Benzín,0,Manuální,
Mercedes-Benz,Třídy S,680000,2016,Ojeté,187000,190,Nafta,0,Automatická,4x4
BMW,Řada 5,365000,2016,Ojeté,179000,140,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,GLS,650000,2016,Ojeté,278200,190,Nafta,0,Automatická,4x4
Ford,Mustang,1295000,2016,Ojeté,84000,542,Benzín,0,Automatická,Pohon zadních kol
BMW,Řada 7,749000,2016,Ojeté,142000,235,Nafta,0,Automatická,4x4
Hyundai,i20,170000,2016,Ojeté,66471,55,Benzín,0,Manuální,
BMW,Řada 5,399900,2016,Ojeté,210200,230,Nafta,0,Automatická,4x4
Hyundai,i20,154800,2016,Ojeté,112717,55,Benzín,0,Manuální,Pohon předních kol
Hyundai,i20,186800,2016,Ojeté,49000,55,Benzín,0,Manuální,Pohon předních kol
BMW,X1,249999,2016,Ojeté,212600,110,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy B,169990,2016,Ojeté,254900,90,Benzín,0,Manuální,
Ford,Galaxy,239000,2016,Ojeté,272840,110,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,GLS,850000,2016,Ojeté,192338,190,Nafta,0,Automatická,4x4
BMW,X3,319000,2016,Ojeté,255000,140,Nafta,0,Automatická,4x4
Ford,C-MAX,248000,2016,Ojeté,96900,110,Benzín,0,Manuální,Pohon předních kol
Ford,C-MAX,299000,2016,Ojeté,69567,106,Benzín,0,Automatická,Pohon předních kol
Hyundai,i40,230000,2016,Ojeté,131464,104,Nafta,0,Automatická,Pohon předních kol
Mercedes-Benz,Třídy E,524500,2016,Ojeté,149275,125,Nafta,0,Automatická,4x4
BMW,X1,279999,2016,Ojeté,223000,110,Nafta,0,Automatická,
Hyundai,i20,180000,2016,Ojeté,82595,62,Benzín,0,Manuální,
Hyundai,i30,150000,2016,Ojeté,204821,99,Benzín,0,Manuální,
Mercedes-Benz,Třídy V,799999,2016,Ojeté,212000,140,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,408000,2016,Ojeté,230500,143,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy E,479000,2016,Ojeté,216000,190,Nafta,0,Automatická,
Ford,Edge,420000,2016,Ojeté,117497,154,Nafta,0,Automatická,4x4
Ford,Focus,144900,2016,Ojeté,208316,70,Nafta,0,Manuální,Pohon předních kol
Ford,Focus,170000,2016,Ojeté,153895,88,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 7,699000,2016,Ojeté,189600,294,Nafta,0,Automatická,4x4
Ford,S-MAX,269900,2016,Ojeté,200000,110,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy C,239000,2016,Ojeté,291520,125,Nafta,0,Automatická,
BMW,X1,425000,2016,Ojeté,148972,140,Nafta,0,Automatická,4x4
BMW,X1,435000,2016,Ojeté,132530,140,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy V,549000,2016,Ojeté,277487,120,Nafta,0,Automatická,Pohon zadních kol
BMW,Řada 5,625000,2016,Ojeté,90000,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Vito,759900,2016,Ojeté,206900,140,Nafta,0,Automatická,4x4
Mercedes-Benz,GLS,849999,2016,Ojeté,198100,190,Nafta,0,Automatická,4x4
BMW,Řada 5,429877,2016,Ojeté,193700,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,419900,2016,Ojeté,164900,143,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,GLE,690000,2016,Ojeté,256000,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy C,329000,2016,Ojeté,259000,125,Nafta,0,Automatická,4x4
BMW,X5,779900,2016,Ojeté,134621,280,Nafta,0,Automatická,4x4
Hyundai,Ioniq,325000,2016,Ojeté,117500,88,Elektro,32,Automatická,Pohon předních kol
Mercedes-Benz,Třídy V,749900,2016,Ojeté,134129,140,Nafta,0,Automatická,4x4
Hyundai,i10,159900,2016,Ojeté,71491,49,Benzín,0,Manuální,Pohon předních kol
Ford,Focus,120000,2016,Ojeté,258750,70,Nafta,0,Manuální,
Hyundai,i20,180000,2016,Ojeté,41713,55,Benzín,0,Manuální,
Ford,B-MAX,149000,2016,Ojeté,83454,74,Benzín,0,Manuální,
Hyundai,ix20,239900,2016,Ojeté,95338,91,Benzín,0,Automatická,Pohon předních kol
Hyundai,i20,133000,2016,Ojeté,160000,55,Nafta,0,Manuální,
Mercedes-Benz,CLA,319000,2016,Ojeté,230000,130,Nafta,0,Automatická,Pohon předních kol
BMW,Řada 3,270000,2016,Ojeté,124899,85,Nafta,0,Manuální,Pohon předních kol
Hyundai,Tucson,249000,2016,Ojeté,160706,85,Nafta,0,Manuální,Pohon předních kol
Ford,Mondeo,210000,2016,Ojeté,221684,110,Nafta,0,Manuální,
Ford,Focus,319000,2016,Ojeté,51000,,Benzín,0,Automatická,Pohon předních kol
Mercedes-Benz,Třídy C,299900,2016,Ojeté,258001,115,Benzín,0,Automatická,Pohon předních kol
BMW,X1,460000,2016,Ojeté,140552,141,Benzín,0,Automatická,4x4
BMW,X3,289000,2016,Ojeté,251000,140,Nafta,0,Automatická,4x4
BMW,X5,530000,2016,Ojeté,198905,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,500000,2016,Ojeté,207000,,Nafta,0,Automatická,Pohon zadních kol
Ford,Transit,280000,2016,Ojeté,282000,96,Nafta,0,Manuální,Pohon předních kol
Ford,Mondeo,295000,2016,Ojeté,149000,132,Nafta,0,Automatická,4x4
Ford,Focus,210000,2016,Ojeté,34987,92,Benzín,0,Manuální,
BMW,X6,665000,2016,Ojeté,239000,225,Benzín,0,Automatická,4x4
Ford,F-150,799998,2016,Ojeté,99200,294,Benzín,0,Automatická,4x4
BMW,Řada 7,889000,2016,Ojeté,118000,,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy S,1068000,2016,Ojeté,118417,270,Benzín,0,Automatická,4x4
Hyundai,i20,190000,2016,Ojeté,29025,55,Benzín,0,Manuální,
Hyundai,Santa Fe,370000,2016,Ojeté,88684,145,Nafta,0,Manuální,4x4
Hyundai,Ioniq,330000,2016,Ojeté,113094,,Hybridní,0,Automatická,Pohon předních kol
Mercedes-Benz,GLE,630000,2016,Ojeté,259383,190,Nafta,0,Automatická,4x4
Hyundai,i40,240000,2016,Ojeté,139070,104,Nafta,0,Manuální,
Mercedes-Benz,Třídy C,380000,2016,Ojeté,105736,115,Benzín,0,Manuální,Pohon předních kol
Ford,Tourneo Connect,180000,2016,Ojeté,244842,74,Nafta,0,Manuální,
Ford,Focus,170000,2016,Ojeté,113245,110,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 1,250000,2016,Ojeté,117707,80,Benzín,0,Manuální,
BMW,M4,1149877,2016,Ojeté,65900,317,Benzín,0,Automatická,Pohon zadních kol
Hyundai,Santa Fe,333000,2016,Ojeté,116870,147,Nafta,0,Automatická,4x4
BMW,Řada 2,290000,2016,Ojeté,137281,110,Nafta,0,Automatická,
Ford,Galaxy,279999,2016,Ojeté,275000,132,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy V,660000,2016,Ojeté,172420,140,Nafta,0,Automatická,
Ford,Ranger,580000,2016,Ojeté,60252,147,Nafta,0,Manuální,4x4
BMW,Řada 2,265000,2016,Ojeté,212000,110,Nafta,0,Automatická,Pohon předních kol
Ford,Fiesta,149000,2016,Ojeté,148900,103,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy B,279990,2016,Ojeté,138715,80,Nafta,0,Automatická,Pohon předních kol
BMW,X5,544900,2016,Ojeté,185320,190,Nafta,0,Automatická,4x4
Ford,Ranger,339000,2016,Ojeté,177000,118,Nafta,0,Manuální,4x4
Mercedes-Benz,GLE,729000,2016,Ojeté,172600,270,Benzín,0,Automatická,4x4
Ford,Mondeo,170000,2016,Ojeté,256096,88,Nafta,0,Manuální,
Hyundai,i30,210000,2016,Ojeté,90180,99,Benzín,0,Manuální,
Ford,Ranger,1410000,2026,Nové,10,176,Nafta,0,Automatická,4x4
Ford,Tourneo Custom,459900,2016,Ojeté,105200,96,Nafta,0,Manuální,Pohon předních kol
Ford,Ecosport,239990,2016,Ojeté,75482,92,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,GLA,429999,2016,Ojeté,83380,100,Nafta,0,Automatická,4x4
BMW,X5,440000,2016,Ojeté,186090,170,Nafta,0,Automatická,4x4
Ford,Grand C-MAX,179000,2016,Ojeté,254482,88,Nafta,0,Manuální,
Mercedes-Benz,GL,786500,2016,Ojeté,135296,190,Nafta,0,Automatická,4x4
Mercedes-Benz,Vito,279000,2016,Ojeté,330000,100,Nafta,0,Manuální,Pohon zadních kol
Mercedes-Benz,GLA,360000,2016,Ojeté,168930,100,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,450000,2016,Ojeté,116545,135,Benzín,0,Automatická,
Hyundai,i40,169000,2016,Ojeté,265068,104,Nafta,0,Manuální,
Ford,B-MAX,160000,2016,Ojeté,82137,74,Benzín,0,Manuální,
Ford,Mondeo,259000,2016,Ojeté,161478,110,Nafta,0,Automatická,Pohon předních kol
Hyundai,i20,180000,2016,Ojeté,75342,62,Benzín,0,Manuální,
Mercedes-Benz,Třídy S,869000,2016,Ojeté,150000,190,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy V,649999,2016,Ojeté,261628,140,Nafta,0,Automatická,Pohon zadních kol
Hyundai,i40,160000,2016,Ojeté,202316,104,Nafta,0,Manuální,
Mercedes-Benz,Třídy S,2499000,2016,Ojeté,91857,430,Benzín,0,Automatická,4x4
BMW,X5,515000,2016,Ojeté,190477,230,Nafta,0,Automatická,4x4
Ford,S-MAX,320000,2016,Ojeté,150396,110,Nafta,0,Manuální,
Ford,Galaxy,339900,2016,Ojeté,193196,110,Nafta,0,Manuální,
Ford,Galaxy,275000,2016,Ojeté,199529,132,Nafta,0,Automatická,Pohon předních kol
Hyundai,Tucson,249900,2016,Ojeté,189412,100,Nafta,0,Manuální,4x4
Hyundai,i10,120000,2016,Ojeté,100944,49,Benzín,0,Manuální,Pohon předních kol
Ford,Mustang,840000,2016,Ojeté,69000,310,Benzín,0,Automatická,Pohon zadních kol
Ford,Edge,379000,2016,Ojeté,175678,154,Nafta,0,Automatická,
Mercedes-Benz,Třídy V,899000,2016,Ojeté,128000,0,Nafta,0,Automatická,4x4
BMW,X4,400000,2016,Ojeté,205939,155,Nafta,0,Automatická,4x4
Hyundai,i10,100000,2016,Ojeté,185047,49,LPG + benzín,0,Manuální,
Ford,S-MAX,280000,2016,Ojeté,154965,110,Nafta,0,Automatická,
Ford,Focus,194990,2016,Ojeté,76945,88,Nafta,0,Manuální,Pohon předních kol
Hyundai,Tucson,306000,2016,Ojeté,140083,85,Nafta,0,Manuální,
Hyundai,i30,89900,2016,Ojeté,247000,81,Nafta,0,Manuální,Pohon předních kol
Hyundai,i20,129900,2016,Ojeté,157167,62,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Vito,569000,2016,Ojeté,292000,140,Nafta,0,Automatická,
Hyundai,Tucson,340000,2016,Ojeté,107127,100,Nafta,0,Automatická,4x4
Hyundai,Tucson,325000,2016,Ojeté,88570,85,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 1,243900,2016,Ojeté,227000,110,Nafta,0,Automatická,
Ford,Kuga,239999,2016,Ojeté,126236,110,Benzín,0,Manuální,Pohon předních kol
Ford,Focus,180000,2016,Ojeté,204556,110,Nafta,0,Manuální,
Ford,Galaxy,239000,2016,Ojeté,248796,110,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy V,949990,2016,Ojeté,159000,140,Nafta,0,Automatická,4x4
BMW,Řada 1,240000,2016,Ojeté,134109,100,Benzín,0,Manuální,
Mercedes-Benz,GLS,742999,2016,Ojeté,260000,190,Nafta,0,Automatická,4x4
Ford,S-MAX,245000,2016,Ojeté,223800,132,Nafta,0,Automatická,4x4
Hyundai,Tucson,370000,2016,Ojeté,108062,136,Nafta,0,Manuální,4x4
BMW,Řada 1,335000,2016,Ojeté,148000,110,Nafta,0,Manuální,4x4
Mercedes-Benz,GLS,699990,2016,Ojeté,259000,190,Nafta,0,Automatická,4x4
BMW,Řada 3,249000,2016,Ojeté,233311,140,Nafta,0,Automatická,Pohon zadních kol
Ford,S-MAX,368000,2016,Ojeté,56281,118,Benzín,0,Manuální,
Mercedes-Benz,Třídy C,300000,2016,Ojeté,157530,85,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,GLS,899990,2016,Ojeté,113000,335,Benzín,0,Automatická,4x4
Ford,Focus,140000,2016,Ojeté,189690,70,Nafta,0,Manuální,
Mercedes-Benz,GLS,679990,2016,Ojeté,202000,190,Nafta,0,Automatická,4x4
Ford,C-MAX,149000,2016,Ojeté,166000,88,Nafta,0,Automatická,Pohon předních kol
Mercedes-Benz,Třídy C,829990,2016,Ojeté,124000,375,Benzín,0,Automatická,Pohon zadních kol
BMW,X5,550000,2016,Ojeté,173253,190,Nafta,0,Automatická,4x4
Hyundai,Tucson,335000,2016,Ojeté,145627,104,Nafta,0,Automatická,Pohon předních kol
Hyundai,ix20,249900,2016,Ojeté,50479,91,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 7,539990,2016,Ojeté,241000,195,Nafta,0,Automatická,4x4
Hyundai,i30,180000,2016,Ojeté,127536,88,Benzín,0,Manuální,
Hyundai,Tucson,379000,2016,Ojeté,144000,130,Benzín,0,Automatická,4x4
Hyundai,Tucson,389000,2016,Ojeté,105736,130,Benzín,0,Automatická,4x4
Mercedes-Benz,GLC,410000,2016,Ojeté,298128,125,Nafta,0,Automatická,4x4
Ford,Ranger,400000,2016,Ojeté,287051,147,Nafta,0,Automatická,4x4
Ford,C-MAX,190000,2016,Ojeté,78722,92,Benzín,0,Manuální,Pohon předních kol
Ford,Focus,140000,2016,Ojeté,172666,70,Nafta,0,Manuální,
Mercedes-Benz,Třídy B,299877,2016,Ojeté,158000,80,Nafta,0,Automatická,Pohon předních kol
BMW,X5,560000,2016,Ojeté,198442,190,Nafta,0,Automatická,4x4
BMW,Řada 5,449000,2016,Ojeté,154680,190,Nafta,0,Automatická,4x4
BMW,Řada 2,299000,2016,Ojeté,97000,100,Benzín,0,Automatická,
Ford,Focus,157500,2016,Ojeté,133722,70,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,GLC,455000,2016,Ojeté,174132,125,Nafta,0,Automatická,4x4
BMW,Řada 3,235000,2016,Ojeté,203046,110,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy A,330000,2016,Ojeté,149642,115,Benzín,0,Automatická,
Ford,Focus,200000,2016,Ojeté,96233,77,Benzín,0,Manuální,
Ford,Mustang,798000,2016,Ojeté,47338,310,Benzín,0,Automatická,Pohon zadních kol
Ford,Mondeo,180000,2016,Ojeté,280471,110,Nafta,0,Manuální,
Ford,Focus,130000,2016,Ojeté,164732,70,Nafta,0,Manuální,
BMW,Řada 7,499000,2016,Ojeté,329711,235,Nafta,0,Automatická,4x4
Hyundai,Tucson,329000,2016,Ojeté,79000,85,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Citan,139900,2016,Ojeté,353000,81,Nafta,0,Manuální,
Ford,S-MAX,229000,2016,Ojeté,248373,132,Nafta,0,Automatická,Pohon předních kol
Hyundai,i10,130000,2016,Ojeté,72905,49,Benzín,0,Manuální,Pohon předních kol
Ford,Kuga,339900,2016,Ojeté,134622,110,Nafta,0,Manuální,4x4
Hyundai,Tucson,340000,2016,Ojeté,121035,100,Nafta,0,Manuální,4x4
BMW,Řada 4,360000,2016,Ojeté,163146,140,Nafta,0,Automatická,4x4
Ford,Focus,250000,2016,Ojeté,133548,77,Benzín,0,Manuální,Pohon předních kol
Hyundai,Tucson,340000,2016,Ojeté,96874,100,Nafta,0,Manuální,4x4
Mercedes-Benz,GLS,699990,2016,Ojeté,212161,190,Nafta,0,Automatická,4x4
Ford,Focus,150000,2016,Ojeté,118278,92,Benzín,0,Manuální,
BMW,i3,479000,2016,Ojeté,82500,125,Hybridní,0,Automatická,
Hyundai,i40,269900,2016,Ojeté,110668,104,Nafta,0,Automatická,Pohon předních kol
BMW,Řada 4,320000,2016,Ojeté,191381,140,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,Vito,499000,2016,Ojeté,121200,120,Nafta,0,Manuální,Pohon zadních kol
BMW,X4,439000,2016,Ojeté,280179,190,Nafta,0,Automatická,4x4
Ford,,469901,2016,Ojeté,222156,147,Nafta,0,Automatická,4x4
Ford,Tourneo Connect,220000,2016,Ojeté,135990,88,Nafta,0,Manuální,
Mercedes-Benz,GLA,420000,2016,Ojeté,146250,130,Nafta,0,Automatická,4x4
Hyundai,i30,134000,2016,Ojeté,189970,81,Nafta,0,Manuální,Pohon předních kol
BMW,Řada 3,300000,2016,Ojeté,220763,140,Nafta,0,Automatická,4x4
Ford,S-MAX,299000,2016,Ojeté,169000,176,Benzín,0,Automatická,
Ford,Kuga,279990,2016,Ojeté,97716,110,Nafta,0,Manuální,Pohon předních kol
Ford,Tourneo Courier,239999,2016,Ojeté,123189,55,Nafta,0,Manuální,
Ford,Mondeo,363000,2016,Ojeté,107000,179,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy A,349999,2016,Ojeté,77053,80,Nafta,0,Automatická,Pohon předních kol
BMW,Řada 3,385000,2016,Ojeté,89370,140,Nafta,0,Manuální,4x4
BMW,X6,839000,2016,Ojeté,103653,423,Benzín,0,Automatická,4x4
BMW,Řada 1,218000,2016,Ojeté,130225,80,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy C,330000,2016,Ojeté,179700,125,Nafta,0,Automatická,
BMW,X1,400000,2016,Ojeté,82311,110,Nafta,0,Automatická,
Ford,Mondeo,167200,2016,Ojeté,231949,88,Nafta,0,Manuální,Pohon předních kol
Hyundai,i40,185000,2016,Ojeté,204550,104,Nafta,0,Manuální,Pohon předních kol
Ford,Galaxy,249000,2016,Ojeté,261372,118,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,GLA,480000,2016,Ojeté,31868,100,Nafta,0,Automatická,4x4
BMW,X6,550000,2016,Ojeté,199302,190,Nafta,0,Automatická,4x4
BMW,Řada 1,278000,2016,Ojeté,224837,85,Nafta,0,Manuální,Pohon zadních kol
Ford,Kuga,249000,2016,Ojeté,242200,110,Nafta,0,Manuální,4x4
Ford,Focus,649000,2016,Ojeté,105261,257,Benzín,0,Manuální,
BMW,X1,345000,2016,Ojeté,100000,110,Nafta,0,Automatická,Pohon předních kol
Ford,Ranger,499000,2016,Ojeté,194587,147,Nafta,0,Automatická,4x4
BMW,Řada 3,559000,2016,Ojeté,121000,230,Nafta,0,Automatická,
Hyundai,i30,190000,2016,Ojeté,116620,99,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 2,279000,2016,Ojeté,113315,100,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy G,4399990,2016,Ojeté,28000,310,Benzín,0,Automatická,4x4
Ford,Edge,319900,2016,Ojeté,177487,154,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy S,1200000,2016,Ojeté,102000,335,Benzín,0,Automatická,4x4
BMW,Řada 2,220000,2016,Ojeté,88892,100,Benzín,0,Manuální,Pohon předních kol
Ford,S-MAX,290000,2016,Ojeté,141332,118,Benzín,0,Manuální,Pohon předních kol
Mercedes-Benz,CLA,299990,2016,Ojeté,173789,100,Nafta,0,Manuální,Pohon předních kol
BMW,X1,479990,2016,Ojeté,108900,170,Nafta,0,Automatická,4x4
Ford,S-MAX,210000,2016,Ojeté,240875,88,Nafta,0,Manuální,
Ford,Puma,561800,2026,Nové,10,92,Hybridní,0,Manuální,Pohon předních kol
Ford,Mondeo,199000,2016,Ojeté,185000,118,Benzín,0,Automatická,
Ford,Transit Custom,329900,2016,Ojeté,175231,96,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy C,555000,2016,Ojeté,182000,180,Benzín,0,Automatická,
Mercedes-Benz,Třídy G,1333333,2016,Ojeté,212000,180,Nafta,0,Automatická,4x4
BMW,X5,639999,2016,Ojeté,108139,170,Nafta,0,Automatická,4x4
Hyundai,Tucson,310000,2016,Ojeté,151272,85,Nafta,0,Manuální,Pohon předních kol
Mercedes-Benz,Třídy C,294999,2016,Ojeté,202717,100,Nafta,0,Automatická,Pohon zadních kol
BMW,Řada 3,222000,2016,Ojeté,241000,105,Nafta,0,Automatická,Pohon zadních kol
Mercedes-Benz,Třídy A,340000,2016,Ojeté,112326,80,Nafta,0,Automatická,
BMW,Řada 7,699000,2016,Ojeté,143000,235,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,399000,2016,Ojeté,199999,190,Nafta,0,Automatická,4x4
Ford,Mondeo,195000,2016,Ojeté,210600,110,Nafta,0,Manuální,Pohon předních kol
Ford,Explorer,399000,2016,Ojeté,130951,227,Benzín,0,Automatická,4x4
Ford,Focus,100000,2016,Ojeté,167448,92,Benzín,0,Manuální,
